ID,ANC_M,HANDSET,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,RFM_SCORE,SEGMENT_RFM,CHURN,SCORE_CHURN,RISQUE_CHURN,ACTION_RETENTION
C10443110,99,4G,Standard,0.0,12.0,112.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0120_311,257,4G,Bonus 1500%,0.0,12.0,105.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C55413110,103,5G,Bonus 1000%,0.0,9.0,50.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C92613110,101,3G,Standard,0.0,12.0,165.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98653110,98,nan,Standard,0.0,2.0,25.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C25993111,101,4G,Standard,0.0,12.0,82.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C31493111,100,4G,Standard,0.0,5.0,43.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37313111,101,2G,Standard,0.0,12.0,265.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C93083111,104,4G,Standard,0.0,12.0,310.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06993112,103,4G,Bonus 1000%,0.0,11.0,305.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32283112,103,4G,Standard,0.0,12.0,411.7,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C33193112,104,4G,Standard,0.0,12.0,233.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3324_311,220,3G,Standard,1.0,9.0,29.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88763113,104,4G,Standard,0.0,12.0,64.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C99523113,98,2G,Standard,0.0,12.0,113.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12733114,98,2G,Standard,0.0,12.0,55.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21883114,100,4G,Standard,0.0,12.0,475.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30753114,99,4G,Standard,0.0,6.0,32.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41373114,102,2G,Standard,0.0,12.0,131.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86623114,103,4G,Bonus 1000%,0.0,12.0,223.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16333115,102,4G,Standard,0.0,12.0,256.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87053115,93,2G,Standard,0.0,12.0,216.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6115_311,233,4G,Bonus 1500%,0.0,12.0,176.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C24483116,98,4G,Standard,0.0,12.0,72.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6945_311,235,4G,Bonus,0.0,12.0,214.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C24163118,105,4G,Bonus,0.0,12.0,74.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C33383118,104,4G,Bonus 1000%,0.0,10.0,300.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35993118,101,4G,Standard,0.0,12.0,399.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C49923119,100,4G,Standard,0.0,9.0,100.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C62263119,101,5G,Standard,0.0,12.0,228.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63663119,99,5G,Standard,0.0,12.0,498.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86493119,101,4G,Standard,0.0,11.0,92.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91153119,103,2G,Bonus,0.0,12.0,116.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C9992_311,217,2G,Bonus 1500%,0.0,12.0,180.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00073120,99,4G,Standard,0.0,12.0,203.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0152_312,257,2G,Bonus 1500%,0.0,12.0,75.7,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95323120,102,4G,Standard,0.0,12.0,336.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20023121,100,2G,Standard,0.0,12.0,72.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27283121,102,4G,Standard,0.0,12.0,166.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27763121,98,4G,Standard,0.0,12.0,66.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12693122,99,5G,Standard,0.0,12.0,313.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C61773122,101,4G,Standard,0.0,12.0,582.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95143122,104,3G,Standard,0.0,12.0,229.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00213123,104,2G,Bonus 1000%,0.0,12.0,140.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32383123,100,4G,Standard,0.0,12.0,141.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3404_312,196,2G,Bonus 1500%,0.0,12.0,227.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71593123,102,4G,Standard,0.0,12.0,819.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98783123,102,2G,Standard,0.0,12.0,400.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4996_312,220,4G,Standard,0.0,10.0,69.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04153125,100,4G,Standard,0.0,6.0,20.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23853125,103,2G,Standard,0.0,12.0,579.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87143125,100,4G,Bonus,0.0,10.0,69.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07763126,100,4G,Standard,0.0,12.0,515.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91583126,104,3G,Standard,0.0,12.0,133.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12023127,104,3G,Standard,0.0,12.0,184.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20163127,103,4G,Bonus,0.0,10.0,45.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C24853127,98,2G,Standard,0.0,12.0,204.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C36863127,102,4G,Standard,0.0,12.0,92.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39523127,103,5G,Bonus 1000%,0.0,12.0,601.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88243127,102,4G,Standard,0.0,12.0,81.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90523127,98,4G,Standard,0.0,12.0,99.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37883128,97,4G,Standard,0.0,12.0,374.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C05063129,99,nan,Standard,0.0,12.0,430.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C93153129,101,2G,Standard,0.0,12.0,488.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0067_313,214,2G,Standard,0.0,12.0,125.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51283130,104,5G,Standard,0.0,10.0,110.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67203130,101,4G,Standard,0.0,12.0,97.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03333131,101,4G,Standard,0.0,12.0,329.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C1321_313,235,4G,Standard,0.0,4.0,35.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68303132,102,4G,Standard,0.0,12.0,155.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30993133,104,4G,Standard,0.0,12.0,411.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C25513134,104,2G,Standard,0.0,12.0,248.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32943134,103,4G,Bonus,0.0,12.0,232.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71313134,101,4G,Standard,0.0,12.0,240.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83893134,101,4G,Standard,0.0,12.0,358.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C5181_313,233,2G,Bonus 1500%,0.0,10.0,38.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C5608_313,226,4G,Standard,0.0,10.0,154.0,10,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C77833135,103,4G,Standard,0.0,12.0,597.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C01483136,102,4G,Standard,0.0,12.0,236.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12723136,102,4G,Standard,0.0,12.0,218.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30693136,102,2G,Standard,0.0,12.0,300.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C61603136,105,2G,Bonus,0.0,11.0,85.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64353136,103,4G,Bonus,0.0,10.0,34.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6926_313,209,2G,Standard,0.0,10.0,43.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C99793136,100,4G,Standard,0.0,12.0,332.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96083137,100,4G,Standard,0.0,12.0,233.5,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8052_313,222,4G,Standard,0.0,12.0,118.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C33933138,105,4G,Standard,0.0,12.0,131.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8701_313,257,2G,Bonus 1500%,0.0,12.0,830.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03623139,100,4G,Standard,0.0,12.0,167.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22323139,99,4G,Standard,0.0,12.0,92.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98213139,101,4G,Standard,0.0,12.0,138.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07473140,98,4G,Standard,0.0,8.0,65.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C72983140,99,4G,Standard,0.0,12.0,659.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82593140,98,4G,Standard,0.0,12.0,312.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29043143,108,4G,Bonus 1500%,0.0,11.0,95.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44363143,108,4G,Bonus 1000%,0.0,12.0,519.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44693143,108,4G,Bonus 1500%,0.0,12.0,436.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70603143,107,4G,Standard,0.0,6.0,53.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71993143,107,4G,Standard,0.0,5.0,78.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4139_314,209,4G,Bonus 1500%,0.0,12.0,137.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30103144,107,4G,Bonus 1000%,0.0,12.0,205.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C31733144,107,2G,Standard,0.0,12.0,258.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39073144,107,4G,Standard,0.0,5.0,49.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75593144,107,3G,Standard,0.0,9.0,183.0,10,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C77763144,107,4G,Standard,0.0,11.0,60.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C78593144,107,4G,Standard,0.0,12.0,272.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C80593144,107,4G,Bonus 1000%,0.0,12.0,544.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82983144,107,4G,Bonus,0.0,12.0,119.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39003145,107,5G,Bonus 2000%,0.0,12.0,584.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70703145,107,4G,Standard,0.0,9.0,105.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83113145,107,4G,Standard,0.0,12.0,178.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87673145,107,5G,Bonus,0.0,5.0,50.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70753147,107,4G,Bonus,0.0,8.0,115.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41983149,101,4G,Standard,0.0,12.0,107.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95383149,101,5G,Standard,0.0,12.0,100.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03973150,101,4G,Standard,0.0,12.0,200.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11663150,100,5G,Standard,0.0,10.0,33.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10643151,102,3G,Standard,0.0,12.0,232.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34833151,101,4G,Standard,0.0,12.0,824.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58973151,101,4G,Standard,0.0,12.0,575.4,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C74843151,101,4G,Standard,0.0,12.0,114.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00213152,102,4G,Standard,0.0,8.0,36.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22453152,100,4G,Standard,0.0,12.0,315.68,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44533152,101,3G,Standard,0.0,12.0,376.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67853152,102,4G,Standard,0.0,12.0,413.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73723152,101,4G,Standard,0.0,12.0,265.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C09803153,100,4G,Standard,0.0,12.0,216.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C18843153,101,5G,Standard,0.0,12.0,213.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41073153,99,2G,Standard,0.0,12.0,177.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C46523153,99,4G,Standard,0.0,12.0,67.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C92103153,101,4G,Standard,0.0,12.0,457.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44733154,100,4G,Standard,0.0,12.0,501.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4456_315,256,5G,Bonus 1500%,0.0,10.0,285.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4487_315,207,5G,Standard,0.0,12.0,870.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C76543154,96,4G,Standard,0.0,11.0,75.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81343154,100,4G,Standard,0.0,12.0,527.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81833154,101,4G,Standard,0.0,12.0,63.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86453154,101,4G,Standard,0.0,12.0,435.14,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C28103155,101,nan,Standard,0.0,12.0,733.14,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32533155,91,2G,Standard,0.0,12.0,71.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35623155,99,4G,Standard,0.0,12.0,212.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60363155,98,2G,Standard,0.0,12.0,344.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C5749_315,256,4G,Bonus 1000%,0.0,7.0,200.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C79993155,101,4G,Standard,0.0,12.0,116.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17123156,100,4G,Standard,0.0,12.0,434.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6536_315,257,2G,Standard,0.0,6.0,30.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C80423156,101,4G,Standard,0.0,12.0,283.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C47913157,93,4G,Bonus,0.0,8.0,45.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98713157,98,4G,Standard,0.0,9.0,554.0,12,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C15313158,96,4G,Standard,0.0,12.0,414.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C56223158,99,4G,Standard,0.0,12.0,166.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73503158,101,4G,Standard,0.0,12.0,239.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95673158,101,4G,Standard,0.0,11.0,153.0,10,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29203159,98,4G,Bonus,0.0,12.0,442.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37593159,98,4G,Standard,0.0,12.0,498.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C9647_315,256,4G,Bonus,0.0,12.0,327.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95823159,101,2G,Standard,0.0,12.0,243.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38823160,101,2G,Standard,0.0,12.0,202.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73423160,99,4G,Standard,0.0,9.0,23.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C13493161,100,4G,Standard,0.0,10.0,497.0,12,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43593161,101,4G,Standard,0.0,12.0,297.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
