ID,ANC_M,HANDSET,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,RFM_SCORE,SEGMENT_RFM,CHURN,SCORE_CHURN,RISQUE_CHURN,ACTION_RETENTION
C50096680,4,2G,Bonus,0.0,5.0,252.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50586680,4,4G,Bonus,0.0,5.0,37.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51896680,4,4G,Standard,0.0,3.0,95.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54076680,4,4G,Standard,0.0,5.0,236.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54236680,4,4G,Standard,0.0,5.0,272.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C55626680,4,2G,Bonus,0.0,3.0,4.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95101942,137,3G,Bonus 300%,0.0,12.0,163.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64766680,4,4G,Standard,0.0,4.0,16.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65776680,4,4G,Bonus,0.0,5.0,284.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12511943,120,4G,Bonus,0.0,12.0,179.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73256680,4,4G,Standard,0.0,3.0,117.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82126680,4,nan,Ad-On,0.0,4.0,5.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85866680,4,nan,Bonus,0.0,5.0,212.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63261943,127,4G,Bonus 300%,0.0,6.0,81.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90036680,4,nan,Bonus,0.0,5.0,182.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90376680,4,nan,Bonus,0.0,5.0,235.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0930_668,299,2G,Standard,0.0,12.0,188.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C77711943,136,2G,Bonus 300%,0.0,11.0,16.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0981_668,276,2G,Bonus,0.0,12.0,123.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00786681,4,4G,Standard,0.0,4.0,21.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04516681,4,4G,Bonus,0.0,4.0,85.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07376681,4,4G,Bonus,0.0,5.0,327.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07536681,4,4G,Ad-On,0.0,5.0,121.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C08536681,4,4G,Ad-On,0.0,4.0,167.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17306681,4,4G,Bonus,0.0,5.0,167.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C19316681,4,4G,Ad-On,0.0,2.0,78.28,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C19506681,4,3G,Bonus,0.0,5.0,150.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20166681,4,4G,Bonus,0.0,5.0,34.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C1267_668,276,2G,Bonus,0.0,11.0,116.0,6,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39326681,4,4G,Bonus,0.0,5.0,100.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41106681,4,4G,Bonus,0.0,5.0,35.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43866681,4,4G,Bonus,0.0,5.0,95.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43966681,4,nan,Bonus,0.0,5.0,22.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44296681,4,2G,Standard,0.0,5.0,26.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44476681,4,4G,Bonus,1.0,4.0,65.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44536681,4,4G,Bonus,1.0,2.0,10.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C48496681,4,2G,Bonus,0.0,5.0,29.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50616681,4,4G,Bonus,0.0,5.0,49.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51046681,4,4G,Standard,0.0,5.0,39.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C77611945,131,4G,Bonus 300%,0.0,11.0,36.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C1549_668,282,2G,Bonus 900%,0.0,12.0,190.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58356681,4,4G,Bonus,0.0,4.0,110.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C61146681,4,4G,Bonus,0.0,5.0,101.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C1634_668,294,4G,Standard,0.0,12.0,554.0,11,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75296681,4,4G,Bonus,0.0,5.0,105.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75716681,4,2G,Ad-On,0.0,2.0,24.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C84986681,4,nan,Standard,0.0,4.0,59.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96226681,4,4G,Bonus,0.0,5.0,82.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C45071946,136,2G,Bonus 300%,0.0,12.0,110.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7158_194,200,4G,Bonus 1000%,0.0,12.0,217.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41231947,129,nan,Bonus 300%,0.0,12.0,112.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11806682,4,2G,Ad-On,0.0,3.0,5.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40251948,134,4G,Bonus 300%,0.0,7.0,30.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C15636682,4,4G,Bonus,0.0,5.0,40.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16686682,4,3G,Bonus,0.0,5.0,54.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C19056682,4,4G,Ad-On,0.0,5.0,96.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22466682,4,4G,Bonus,0.0,5.0,144.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22696682,4,4G,Bonus,0.0,5.0,318.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C28686682,4,2G,Standard,0.0,5.0,21.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2288_668,283,4G,Bonus 1500%,0.0,12.0,152.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30676682,4,4G,Bonus,0.0,5.0,146.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35306682,4,4G,Ad-On,0.0,4.0,35.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38566682,4,4G,Ad-On,0.0,5.0,446.0,7,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C45846682,4,4G,Standard,0.0,4.0,21.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C57596682,4,4G,Bonus,0.0,4.0,165.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59656682,4,4G,Ad-On,0.0,2.0,6.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60936682,4,4G,Standard,0.0,5.0,85.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00961949,135,4G,Bonus 300%,0.0,12.0,402.78,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83136682,4,nan,Ad-On,0.0,5.0,26.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90211949,132,2G,Bonus 300%,0.0,11.0,341.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90826682,4,4G,Bonus,0.0,5.0,120.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95436682,4,4G,Bonus,0.0,4.0,105.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C99086682,4,4G,Bonus,0.0,5.0,304.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10486683,4,nan,Bonus,0.0,5.0,66.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23446683,4,2G,Bonus,0.0,5.0,17.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C24336683,4,2G,Ad-On,0.0,5.0,217.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3255_668,283,4G,Bonus 1500%,0.0,12.0,529.0,11,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26316683,4,4G,Bonus,0.0,5.0,82.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26746683,4,4G,Bonus,0.0,5.0,122.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3303_668,298,4G,Bonus 1500%,0.0,12.0,295.0,10,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34366683,4,4G,Bonus,0.0,5.0,59.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40646683,4,4G,Bonus,0.0,4.0,134.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95131949,130,4G,Bonus 300%,0.0,12.0,116.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43186683,4,nan,Bonus,1.0,4.0,11.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73731951,132,2G,Bonus 300%,0.0,12.0,485.0,13,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53666683,4,4G,Bonus,0.0,5.0,135.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04271954,142,4G,Bonus 1500%,0.0,10.0,187.0,10,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C57196683,4,nan,Bonus,0.0,4.0,30.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59536683,4,4G,Bonus,0.0,5.0,19.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59836683,4,4G,Standard,0.0,4.0,32.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3627_668,276,4G,Bonus 300%,0.0,12.0,271.0,10,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63096683,4,4G,Bonus,0.0,4.0,95.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63356683,4,4G,Ad-On,0.0,5.0,70.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67106683,4,4G,Bonus,1.0,2.0,11.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67246683,4,4G,Bonus,0.0,5.0,240.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67856683,4,4G,Bonus,0.0,5.0,42.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75336683,4,4G,Standard,0.0,2.0,52.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3813_668,208,4G,Bonus 900%,0.0,12.0,497.0,11,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81686683,4,4G,Bonus,0.0,5.0,186.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86786683,4,4G,Ad-On,0.0,5.0,182.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3905_668,234,4G,Standard,0.0,5.0,25.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90566683,4,4G,Ad-On,0.0,5.0,36.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91166683,4,nan,Bonus,0.0,4.0,13.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91616683,4,4G,Standard,1.0,2.0,10.88,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91666683,4,nan,Ad-On,0.0,3.0,15.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96026683,4,4G,Ad-On,0.0,5.0,35.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06456684,4,4G,Bonus,0.0,5.0,31.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C08326684,4,4G,Bonus,0.0,4.0,120.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C18426684,4,4G,Bonus,0.0,5.0,125.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63701954,129,4G,Bonus 300%,0.0,12.0,183.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C25106684,4,4G,Ad-On,0.0,5.0,39.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27026684,4,2G,Bonus,0.0,5.0,31.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27406684,4,nan,Bonus,0.0,2.0,20.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27816684,4,5G,Bonus,0.0,5.0,292.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27886684,4,2G,Bonus,0.0,5.0,73.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C31076684,4,4G,Bonus,0.0,5.0,42.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34316684,4,4G,Bonus,0.0,5.0,71.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4377_668,276,4G,Bonus 1500%,0.0,12.0,195.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38886684,4,4G,Bonus,0.0,5.0,90.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41606684,4,4G,Bonus 1000%,0.0,5.0,32.14,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C46866684,4,2G,Bonus,0.0,5.0,40.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6191_195,197,4G,Standard,0.0,12.0,264.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54376684,4,4G,Ad-On,0.0,5.0,483.1,7,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4585_668,267,2G,Bonus 900%,0.0,12.0,131.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59676684,4,4G,Bonus,0.0,2.0,101.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64086684,4,nan,Standard,0.0,5.0,60.88,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69246684,4,4G,Ad-On,0.0,5.0,64.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4737_668,267,4G,Bonus 1500%,0.0,12.0,557.0,11,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C76766684,4,4G,Bonus,0.0,5.0,32.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C79706684,4,4G,Ad-On,0.0,5.0,172.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C66511958,133,3G,Bonus 300%,0.0,9.0,73.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4855_668,208,4G,Bonus 1500%,0.0,12.0,211.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90406684,4,4G,Bonus,0.0,4.0,16.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C93666684,4,4G,Bonus,0.0,5.0,42.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94046684,4,4G,Bonus,0.0,5.0,250.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94086684,4,4G,Standard,0.0,5.0,36.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94396684,4,3G,Bonus,0.0,5.0,47.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16186685,4,4G,Standard,0.0,3.0,6.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17606685,4,4G,Standard,0.0,5.0,105.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29146685,4,4G,Standard,0.0,4.0,89.88,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63721961,129,5G,Bonus 300%,0.0,12.0,302.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30846685,4,nan,Bonus,0.0,5.0,272.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C36276685,4,4G,Standard,0.0,4.0,22.880000000000003,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C45996685,4,4G,Bonus,0.0,4.0,22.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C55436685,4,4G,Bonus,0.0,3.0,162.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C56666685,4,4G,Ad-On,0.0,2.0,11.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C61786685,4,4G,Bonus,0.0,5.0,284.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65536685,4,2G,Standard,0.0,5.0,460.0,7,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75476685,4,4G,Bonus,0.0,5.0,59.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C78916685,4,4G,Bonus,0.0,5.0,52.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C79846685,4,nan,Bonus,0.0,5.0,46.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82276685,4,4G,Bonus,0.0,5.0,14.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70191962,142,2G,Standard,0.0,12.0,282.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86496685,4,4G,Bonus,1.0,2.0,25.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89976685,4,3G,Bonus,0.0,5.0,202.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90276685,4,4G,Standard,0.0,5.0,48.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95636685,4,4G,Bonus,0.0,5.0,43.14,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95786685,4,4G,Bonus,0.0,5.0,163.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97376685,4,3G,Standard,0.0,5.0,68.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00016686,4,4G,Standard,0.0,5.0,99.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02506686,4,3G,Ad-On,1.0,3.0,6.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03396686,4,4G,Bonus,0.0,5.0,54.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04216686,4,4G,Bonus,0.0,5.0,194.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04926686,4,4G,Bonus,0.0,3.0,25.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06286686,4,2G,Standard,0.0,5.0,103.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C08156686,4,nan,Bonus,0.0,1.0,34.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17056686,4,4G,Standard,0.0,5.0,204.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22546686,4,2G,Bonus,0.0,5.0,156.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23796686,4,4G,Bonus,0.0,2.0,75.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38366686,4,4G,Ad-On,0.0,5.0,295.72,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6453_668,276,4G,Bonus 1500%,1.0,4.0,20.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50026686,4,nan,Bonus,0.0,5.0,85.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51626686,4,4G,Ad-On,0.0,5.0,105.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C52836686,4,4G,Bonus,0.0,5.0,74.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60206686,4,2G,Bonus,0.0,3.0,13.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65416686,4,4G,Ad-On,0.0,5.0,60.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70156686,4,4G,Ad-On,0.0,5.0,117.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C78066686,4,4G,Ad-On,0.0,5.0,50.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C78836686,4,4G,Bonus,0.0,5.0,72.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81966686,4,4G,Bonus,0.0,4.0,139.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85576686,4,4G,Bonus,0.0,3.0,78.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88186686,4,4G,Bonus,0.0,5.0,220.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88316686,4,nan,Bonus,0.0,5.0,328.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22211963,142,2G,Bonus 1000%,0.0,12.0,237.7,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C93826686,4,4G,Standard,0.0,3.0,35.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94176686,4,4G,Ad-On,0.0,3.0,15.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96666686,4,3G,Ad-On,0.0,5.0,194.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97576686,4,4G,Ad-On,0.0,5.0,34.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C01496687,4,4G,Bonus,0.0,4.0,279.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03256687,4,4G,Bonus,0.0,4.0,17.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03736687,4,4G,Bonus,0.0,5.0,39.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7047_668,207,4G,Standard,0.0,12.0,166.0,9,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04826687,4,4G,Bonus,0.0,4.0,18.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C15116687,4,nan,Ad-On,0.0,5.0,48.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16166687,4,4G,Bonus,0.0,2.0,44.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17866687,4,nan,Bonus,0.0,1.0,49.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29626687,4,4G,Ad-On,0.0,5.0,286.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3365_196,200,5G,Bonus 1000%,0.0,9.0,96.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7321_668,276,4G,Standard,1.0,6.0,55.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7405_668,296,5G,Bonus,0.0,4.0,18.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C48786687,4,4G,Ad-On,0.0,5.0,215.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
